question,answer,source_file
b'What is the thousands digit of 4609?\n',b'4\n',numbers__place_value_train.csv
b'What is the units digit of 253839?\n',b'9\n',numbers__place_value_train.csv
b'What is the hundred thousands digit of 696528288?\n',b'5\n',numbers__place_value_train.csv
b'What is the hundred thousands digit of 4487272?\n',b'4\n',numbers__place_value_train.csv
b'What is the tens digit of 2645?\n',b'4\n',numbers__place_value_train.csv
b'What is the hundreds digit of 3518?\n',b'5\n',numbers__place_value_train.csv
b'What is the thousands digit of 3847319854?\n',b'9\n',numbers__place_value_train.csv
b'What is the ten millions digit of 22197895?\n',b'2\n',numbers__place_value_train.csv
b'What is the ten thousands digit of 28233?\n',b'2\n',numbers__place_value_train.csv
b'What is the thousands digit of 2178152?\n',b'8\n',numbers__place_value_train.csv
b'What is the hundreds digit of 869082?\n',b'0\n',numbers__place_value_train.csv
b'What is the hundreds digit of 82168?\n',b'1\n',numbers__place_value_train.csv
b'What is the millions digit of 4248041?\n',b'4\n',numbers__place_value_train.csv
b'Suppose 0 - 8 = -4*m. Suppose m*b + 7742 = -2258. What is b rounded to the nearest ten thousand?\n',b'-10000\n',numbers__round_number_composed_train.csv
b'Let u = 63.37 + -63. Round u to 1 decimal place.\n',b'0.4\n',numbers__round_number_composed_train.csv
b'Let c = -54.399196 + 54.4. Round c to 4 dps.\n',b'0.0008\n',numbers__round_number_composed_train.csv
b'Let q = -0.0831 - -11.0581. Let m = q + -11. Let y = m + 0.905. Round y to one dp.\n',b'0.9\n',numbers__round_number_composed_train.csv
b'Let t = 3.57 + -7.83. Let r = -0.11 + 0.21. Let a = r + t. What is a rounded to one dp?\n',b'-4.2\n',numbers__round_number_composed_train.csv
b'Let t = 1283.3008 + -1282. Let o = 1.3 - t. Round o to 3 decimal places.\n',b'-0.001\n',numbers__round_number_composed_train.csv
b'Suppose 11*h - 6214 + 17324 = 0. Round h to the nearest one thousand.\n',b'-1000\n',numbers__round_number_composed_train.csv
b'Let m = 1152238707604.1000035 + -1152239000030. Let i = m - -292426. Let g = -0.1 + i. What is g rounded to 6 decimal places?\n',b'0.000004\n',numbers__round_number_composed_train.csv
b'Let t be 237916536/352 + 3/4. Round t to the nearest 100000.\n',b'700000\n',numbers__round_number_composed_train.csv
b'Let x = -2.3944 - -2.043. Let y = x + -0.0096. Round y to one dp.\n',b'-0.4\n',numbers__round_number_composed_train.csv
b'Let v = 1796 - 1766.78. Round v to the nearest integer.\n',b'29\n',numbers__round_number_composed_train.csv
b'Let l = -86 + 59. What is l rounded to the nearest 10?\n',b'-30\n',numbers__round_number_composed_train.csv
b'Let b = -119 - -69. Round b to the nearest ten.\n',b'-50\n',numbers__round_number_composed_train.csv
b'Let p = -116.93 - -117.48299. Let j = p - 0.3795. Let q = -0.175 + j. What is q rounded to 4 dps?\n',b'-0.0015\n',numbers__round_number_composed_train.csv
"b'Let t(z) = -6 + 0*z + 2 + 0 + 3*z. Let g be t(3). Suppose 5*x + 7463 - 69458 = g*w, -5*x + 3*w + 61997 = 0. What is x rounded to the nearest one thousand?\n'",b'12000\n',numbers__round_number_composed_train.csv
b'Let s = 27502.3483 - 27500. Let k = -2.36 + s. Round k to 3 dps.\n',b'-0.012\n',numbers__round_number_composed_train.csv
b'Let g = -33.3 + 10.9. What is g rounded to the nearest integer?\n',b'-22\n',numbers__round_number_composed_train.csv
b'Let s = 59 - -218. Round s to the nearest one hundred.\n',b'300\n',numbers__round_number_composed_train.csv
b'Suppose 112108468 = 4*o - 80471236. Suppose 2*i + 10350340 = o. Let v = i - 28697293. What is v rounded to the nearest one million?\n',b'-10000000\n',numbers__round_number_composed_train.csv
b'Let g = -5.717 + -0.523. Round g to zero dps.\n',b'-6\n',numbers__round_number_composed_train.csv
b'What is 92.23 rounded to the nearest integer?\n',b'92\n',numbers__round_number_train.csv
b'Round -0.0008022 to 5 dps.\n',b'-0.0008\n',numbers__round_number_train.csv
b'What is -655258 rounded to the nearest 10000?\n',b'-660000\n',numbers__round_number_train.csv
b'What is 29922780 rounded to the nearest 100000?\n',b'29900000\n',numbers__round_number_train.csv
b'Round -3975311403 to the nearest 1000000.\n',b'-3975000000\n',numbers__round_number_train.csv
b'Round 1.7036 to 2 dps.\n',b'1.7\n',numbers__round_number_train.csv
b'Round 78000 to the nearest 1000000.\n',b'0\n',numbers__round_number_train.csv
b'What is -0.07479 rounded to 2 dps?\n',b'-0.07\n',numbers__round_number_train.csv
b'Round 37823900 to the nearest 1000000.\n',b'38000000\n',numbers__round_number_train.csv
b'What is -0.0020693654 rounded to 3 decimal places?\n',b'-0.002\n',numbers__round_number_train.csv
b'Round -326944.7 to the nearest 1000.\n',b'-327000\n',numbers__round_number_train.csv
b'Round 372809 to the nearest 10000.\n',b'370000\n',numbers__round_number_train.csv
b'What is -3.26 rounded to 1 dp?\n',b'-3.3\n',numbers__round_number_train.csv
b'Round 0.312299872 to one decimal place.\n',b'0.3\n',numbers__round_number_train.csv
b'What is -0.0010219968 rounded to six decimal places?\n',b'-0.001022\n',numbers__round_number_train.csv
b'What is -0.72018 rounded to two dps?\n',b'-0.72\n',numbers__round_number_train.csv
b'Round -49693200 to the nearest 100000.\n',b'-49700000\n',numbers__round_number_train.csv
b'What is 37.93916 rounded to the nearest integer?\n',b'38\n',numbers__round_number_train.csv
b'Round 2742.71 to the nearest 100.\n',b'2700\n',numbers__round_number_train.csv
b'Round -1177.279 to the nearest ten.\n',b'-1180\n',numbers__round_number_train.csv
b'Let p(g) = -21*g - 9. Let i(b) = -1. What is -18*i(o) + 2*p(o)?\n',b'-42*o\n',polynomials__add_train.csv
b'Let y(z) = 2. Let v(m) be the second derivative of -m**3/6 - 5*m**2 + 7*m. Give -2*v(q) - 11*y(q).\n',b'2*q - 2\n',polynomials__add_train.csv
b'Let r(u) = -2*u + 475. Let q(i) = -2*i + 473. Give -4*q(m) + 3*r(m).\n',b'2*m - 467\n',polynomials__add_train.csv
b'Let i = -17 + 28. Let c = i + -16. Let m(o) = o**3 + 3*o**2 + 5*o + 5. Let r(p) = p**2 + 2*p + 2. Calculate c*r(d) + 2*m(d).\n',b'2*d**3 + d**2\n',polynomials__add_train.csv
b'Let y(u) = 3*u + 18. Let q be 51/(-7) - (-2)/7. Let l(k) = -26*k - 28. Let h(m) = -23*m - 26. Let b(s) = -8*h(s) + 7*l(s). What is q*b(w) + 5*y(w)?\n',b'w + 6\n',polynomials__add_train.csv
b'Let c(p) = 31*p**2 + 24*p - 49. Let x(b) = 8*b**2 + 6*b - 12. Let s(o) = 2*c(o) - 9*x(o). Let y(u) = 3*u**2 + 2*u - 3. Give 2*s(z) + 7*y(z).\n',b'z**2 + 2*z - 1\n',polynomials__add_train.csv
b'Let t(o) = -375*o + 35. Let l(u) = -22*u + 2. Calculate 35*l(b) - 2*t(b).\n',b'-20*b\n',polynomials__add_train.csv
"b'Let n(y) = 9*y - 7. Let t(g) = 5*g - 4. Suppose -3*z + 5*z - 4*u - 24 = 0, -5*z + 3*u + 81 = 0. Let h = z + -13. What is h*t(o) - 3*n(o)?\n'",b'-2*o + 1\n',polynomials__add_train.csv
b'Let c(u) = 1. Let b = 55 + -46. Let h(r) = r - 5. Let j be 1/(-3) - (-768)/9. Let s be (-3)/7 - j/(-35). Calculate b*c(k) + s*h(k).\n',b'2*k - 1\n',polynomials__add_train.csv
b'Let b(a) = -a**3 + a**2 - 1. Let r(y) = -6*y**3 + 18*y**2 - 5. Suppose -217*m = 635 - 1720. Determine m*b(f) - r(f).\n',b'f**3 - 13*f**2\n',polynomials__add_train.csv
b'Let u(v) = -19*v - 40. Let a(f) = -23*f - 41. Determine -6*a(q) + 7*u(q).\n',b'5*q - 34\n',polynomials__add_train.csv
b'Let l be (-3 - -1) + 3/1. Let n = l - 0. Let w(h) = 4*h + 4*h**2 - 6*h**3 + 4 - 4. Let m(z) = z**3 - z**2 - z. Calculate n*w(q) + 4*m(q).\n',b'-2*q**3\n',polynomials__add_train.csv
b'Let p(a) = 3*a + 2. Let u(b) = 3*b + 3. Let x(v) = v + 1. Let r(f) = -u(f) + 4*x(f). What is -p(o) + 2*r(o)?\n',b'-o\n',polynomials__add_train.csv
b'Let c(q) = 5*q - 12*q - 312 - 304 - 6*q**3 + 3*q**2 + 621 - 7*q**2. Let f(u) = -7*u**3 - 3*u**2 - 8*u + 6. Determine 6*c(b) - 5*f(b).\n',b'-b**3 - 9*b**2 - 2*b\n',polynomials__add_train.csv
b'Let r(q) = -8*q - 9. Let f be 8/(-14) - 255/105. Let y(x) = 4*x + 4. Determine f*r(l) - 7*y(l).\n',b'-4*l - 1\n',polynomials__add_train.csv
b'Let j(h) = 14*h**2 - 2*h + 3. Let d(k) be the second derivative of -3*k**4/4 + k**3/6 - k**2 + 27*k. Give 8*d(n) + 5*j(n).\n',b'-2*n**2 - 2*n - 1\n',polynomials__add_train.csv
b'Let c(z) = 54*z + 2. Let d(q) = -162*q - 8. Determine -7*c(n) - 2*d(n).\n',b'-54*n + 2\n',polynomials__add_train.csv
b'Let g(h) = 8*h**2 - 4*h**3 - 1 + h - 4*h**2 - 2. Let t be (-2)/2*(-12)/(-18)*6. Let l(k) = 4*k**3 - 5*k**2 - 2*k + 4. What is t*g(n) - 3*l(n)?\n',b'4*n**3 - n**2 + 2*n\n',polynomials__add_train.csv
b'Let m(w) = w + 4. Let j(a) = -2 - 1 + 1 + 1. Let l(y) = y**2 + 8*y + 9. Let d be l(-7). Let h be (-22)/(-18) - d/9. Give h*m(p) + 3*j(p).\n',b'p + 1\n',polynomials__add_train.csv
b'Let o(n) be the first derivative of 3/2*n**2 + 6 + 0*n. Let a(u) = 6*u. What is -3*a(s) + 5*o(s)?\n',b'-3*s\n',polynomials__add_train.csv
b'Express -2*y + y - y**2 + 11 - 10 in the form c*y + h + u*y**2 and give c.\n',b'-1\n',polynomials__coefficient_named_train.csv
b'Express 0*t**2 + 2*t**2 + 0*t**2 - 2*t**2 + 0*t**2 + t**2 + (-1 + 1 - 2*t**2)*(3 + 1 - 5) + 32*t**2 - 164*t + 164*t as m + u*t + j*t**2 and give j.\n',b'35\n',polynomials__coefficient_named_train.csv
b'Express 11784 - 11784 - 95*h**2 in the form y*h + u + j*h**2 and give j.\n',b'-95\n',polynomials__coefficient_named_train.csv
b'Rearrange 114*r**3 + 4459*r + 48*r**3 - 4458*r - 4*r**2 - 2*r**2 + 4*r**2 to the form x + t*r**2 + g*r**3 + w*r and give t.\n',b'-2\n',polynomials__coefficient_named_train.csv
b'Express f - 5*f + 2*f + (84*f - 184*f + 155*f)*(32 - 1 - 61) in the form n + t*f and give t.\n',b'-1652\n',polynomials__coefficient_named_train.csv
b'Rearrange -16*i**2 + 5*i**2 + 1 - 2*i**4 + 11*i**2 + 3*i**3 to b + x*i**4 + y*i + q*i**3 + h*i**2 and give q.\n',b'3\n',polynomials__coefficient_named_train.csv
b'Express (d - d + d)*(4 - 3 - 2)*(d - 3*d + d + (-5*d + 2*d + d)*(3 - 5 + 0) - 4*d + 4*d - 9*d) in the form k + s*d + v*d**2 and give v.\n',b'6\n',polynomials__coefficient_named_train.csv
b'Express o**3 - 1 + o**3 + 3 - o + 0*o in the form p + r*o**2 + d*o**3 + z*o and give z.\n',b'-1\n',polynomials__coefficient_named_train.csv
b'Express -301 + 301 + 192*t**2 in the form d + s*t + j*t**2 and give j.\n',b'192\n',polynomials__coefficient_named_train.csv
b'Rearrange 2053274*m + 1 - 2*m**3 + 2*m**4 - m**2 - 3*m**4 - 2053256*m to the form g*m + p*m**3 + v + x*m**4 + s*m**2 and give g.\n',b'18\n',polynomials__coefficient_named_train.csv
b'Express 4*w**4 + 40 - 13*w + 4*w**4 - 6*w**4 + 11*w + 2*w**3 + 2*w**2 in the form g*w**4 + y + o*w + f*w**2 + s*w**3 and give o.\n',b'-2\n',polynomials__coefficient_named_train.csv
b'Rearrange -7*o**2 - 3*o**2 - 21*o**2 - 5*o**2 to f*o**2 + d*o + r and give r.\n',b'0\n',polynomials__coefficient_named_train.csv
b'Rearrange (-4*q - 39*q - 18*q)*(-3*q**2 + q**2 + q**2)*(q - 3*q + 0*q) to a*q**3 + t*q**4 + w + g*q**2 + i*q and give t.\n',b'-122\n',polynomials__coefficient_named_train.csv
b'Rearrange -j**2 + 404*j**4 + 0*j**3 - 1 - 4*j**3 - 2*j + 0*j**2 - 405*j**4 to f*j + y*j**4 + p*j**3 + a + l*j**2 and give a.\n',b'-1\n',polynomials__coefficient_named_train.csv
b'Rearrange 56*u**2 + 56*u**2 - 114*u**2 - 407*u to t + d*u**2 + h*u and give h.\n',b'-407\n',polynomials__coefficient_named_train.csv
b'Express (-164 + 21 - 46*q**2 + 48*q**2)*(-2*q + 0 + 0)*(0 - q + 0) as o*q**3 + z*q + c*q**4 + r*q**2 + h and give r.\n',b'-286\n',polynomials__coefficient_named_train.csv
b'Express (3 - 3 + f)*(-16*f**2 - 29*f**2 + 83*f**2) - 7*f**3 - 21 + 21 in the form a + m*f**2 + q*f**3 + h*f and give q.\n',b'31\n',polynomials__coefficient_named_train.csv
b'Rearrange 19*j**3 - 7*j + 5*j - 21*j**3 - 24 to x*j**2 + p*j**3 + z*j + u and give z.\n',b'-2\n',polynomials__coefficient_named_train.csv
b'Rearrange 38*s**4 + 2*s - 7*s**3 - 36*s**4 - 2*s - 3*s**2 + s to t*s**3 + w*s**2 + q + m*s + l*s**4 and give t.\n',b'-7\n',polynomials__coefficient_named_train.csv
b'Express 6 - 311*p**2 - 3*p - 309*p**2 + 624*p**2 - p**3 - 2*p**4 in the form o*p**2 + z*p**4 + g*p**3 + y + d*p and give d.\n',b'-3\n',polynomials__coefficient_named_train.csv
b'Collect the terms in -6*u + 2*u - 3*u + 3*u.\n',b'-4*u\n',polynomials__collect_train.csv
b'Collect the terms in -4*z**3 - 736*z**2 + 736*z**2.\n',b'-4*z**3\n',polynomials__collect_train.csv
b'Collect the terms in 14*d**3 + 7*d**3 - 31*d**3 - 11108 + 8*d**3.\n',b'-2*d**3 - 11108\n',polynomials__collect_train.csv
b'Collect the terms in 3*f + 99 + 64 - 163 + 3*f - 4*f.\n',b'2*f\n',polynomials__collect_train.csv
b'Collect the terms in -614*u**3 - 857*u**3 + u**2 - u**2 - 1383*u**3.\n',b'-2854*u**3\n',polynomials__collect_train.csv
b'Collect the terms in -2*l - 912 - 914 + 1826.\n',b'-2*l\n',polynomials__collect_train.csv
b'Collect the terms in 0*v - 6*v + 0*v + 4*v.\n',b'-2*v\n',polynomials__collect_train.csv
b'Collect the terms in 549 - 549 + 8*a**3.\n',b'8*a**3\n',polynomials__collect_train.csv
b'Collect the terms in 619 + 2*s - 211 - 203 - 205.\n',b'2*s\n',polynomials__collect_train.csv
b'Collect the terms in -20*c + 1158 + 1147 - 2306 + 25*c.\n',b'5*c - 1\n',polynomials__collect_train.csv
b'Collect the terms in -1089*k**2 + 2493 - 2493 + 78*k**2.\n',b'-1011*k**2\n',polynomials__collect_train.csv
b'Collect the terms in -2*d**3 + 4*d**2 + 0*d**2 + 14*d**2 - 18*d**2.\n',b'-2*d**3\n',polynomials__collect_train.csv
b'Collect the terms in -6*b - b + 10*b**3 - 9*b**3 - 2*b.\n',b'b**3 - 9*b\n',polynomials__collect_train.csv
b'Collect the terms in 21280*l + 21278*l - 63838*l - 322*l**3 + 314*l**3 + 21280*l.\n',b'-8*l**3\n',polynomials__collect_train.csv
b'Collect the terms in -1768*y**2 - 4 + 4 + 1768*y**2 + 15*y**3.\n',b'15*y**3\n',polynomials__collect_train.csv
b'Collect the terms in 46*z**2 - 14*z**2 - 7*z**2 - 13*z**2 - 10*z**2.\n',b'2*z**2\n',polynomials__collect_train.csv
b'Collect the terms in 4*v - 41598 + 41598.\n',b'4*v\n',polynomials__collect_train.csv
b'Collect the terms in -114 + 112 + 3*i**3 - 89*i + i**3.\n',b'4*i**3 - 89*i - 2\n',polynomials__collect_train.csv
b'Collect the terms in w**3 - 83753 + 83753.\n',b'w**3\n',polynomials__collect_train.csv
b'Collect the terms in 220*f + 112*f - 6 - 334*f.\n',b'-2*f - 6\n',polynomials__collect_train.csv
b'Let c(x) = -x - 18. Let w(j) = j**2. What is w(c(p))?\n',b'p**2 + 36*p + 324\n',polynomials__compose_train.csv
b'Let g(a) = 3*a**2. Let t(k) = -75*k**2 + 42*k**2 + 32*k**2. Determine g(t(z)).\n',b'3*z**4\n',polynomials__compose_train.csv
b'Let m(j) = 222*j - 3. Let w(c) = 2*c - 7. Calculate w(m(p)).\n',b'444*p - 13\n',polynomials__compose_train.csv
"b'Let l(c) = -189*c. Let z(k) = -5*k. Suppose 5*j - 4*j - 312 = 4*s, 2*j = 5*s + 393. Let w(h) = s*z(h) + 2*l(h). Let o(n) = -n**2. What is w(o(f))?\n'",b'-7*f**2\n',polynomials__compose_train.csv
b'Let j(m) = -47*m - 10. Let u(h) = -4*h**2 + 3070*h - 3070*h + 0*h**2. Give u(j(w)).\n',b'-8836*w**2 - 3760*w - 400\n',polynomials__compose_train.csv
b'Let r(m) = 4*m**2. Let a(h) = -4*h**2 - 2*h + 2. Let w(p) = 11*p**2 + 7*p - 7. Let b(s) = -7*a(s) - 2*w(s). Calculate b(r(f)).\n',b'96*f**4\n',polynomials__compose_train.csv
b'Let l(x) be the third derivative of -x**5/60 + 14*x**2. Let z(f) = 8*f**2. Calculate z(l(t)).\n',b'8*t**4\n',polynomials__compose_train.csv
b'Let p(s) be the third derivative of s**5/60 - s**2. Let v(q) = -q**2 - q + 1. Let u(t) = 3*t - 2 - 4*t + 3*t. Let a(d) = u(d) + 2*v(d). What is a(p(j))?\n',b'-2*j**4\n',polynomials__compose_train.csv
b'Let z(w) = 4546*w + 4. Let b(m) = 23*m. Determine b(z(l)).\n',b'104558*l + 92\n',polynomials__compose_train.csv
b'Let u(o) = 3*o. Let y = 2 + 7. Let n(g) = 9*g + 34*g - 39*g + 13*g**2. Let v(s) = -27*s**2 - 9*s. Let x(j) = y*n(j) + 4*v(j). What is u(x(b))?\n',b'27*b**2\n',polynomials__compose_train.csv
b'Let f(c) = -731*c**2. Let u(s) = -64*s. Give f(u(q)).\n',b'-2994176*q**2\n',polynomials__compose_train.csv
b'Let v(y) = 1 - 5*y**2 - 29*y**2 - 1. Let f(a) = a. Determine f(v(h)).\n',b'-34*h**2\n',polynomials__compose_train.csv
b'Let i(m) = -m**2 + 7*m. Let s(x) = 5*x**2. Give s(i(p)).\n',b'5*p**4 - 70*p**3 + 245*p**2\n',polynomials__compose_train.csv
b'Let s(t) = -2*t. Let i(r) = -163027*r**2 + 21. Calculate i(s(f)).\n',b'-652108*f**2 + 21\n',polynomials__compose_train.csv
"b'Let b(f) = 6*f. Suppose -i = -4*s + 16, 4*s - 5*i - 16 = -i. Let h(o) = -o - 2*o + 8*o + s*o. What is b(h(t))?\n'",b'54*t\n',polynomials__compose_train.csv
b'Let w(k) = 21*k**2 - 9*k. Let a(u) = -10*u**2 + 4*u. Let x(s) = 9*a(s) + 4*w(s). Let q(r) = 3*r. What is x(q(z))?\n',b'-54*z**2\n',polynomials__compose_train.csv
b'Let y(l) = -2*l. Let q(b) = -265763*b**2. Give y(q(f)).\n',b'531526*f**2\n',polynomials__compose_train.csv
b'Let r(f) = f**2 + 2*f + 4424. Let l(c) = 3*c**2. What is r(l(b))?\n',b'9*b**4 + 6*b**2 + 4424\n',polynomials__compose_train.csv
b'Let v(y) be the second derivative of -2*y**3/3 - y. Let p(f) = f + 2*f + f - 3*f. Give p(v(g)).\n',b'-4*g\n',polynomials__compose_train.csv
b'Let j(p) be the second derivative of p**3/3 + 17*p - 2. Let s(x) = 5*x**2 + 19. Determine j(s(h)).\n',b'10*h**2 + 38\n',polynomials__compose_train.csv
b'Let r be (9/15)/((-1)/5). Let p(o) = -3*o**2 - 3*o + 1. Give p(r).\n',b'-17\n',polynomials__evaluate_composed_train.csv
b'Let x(k) = 9 + 2*k**2 - 2 - 2*k**2 + 8*k + k**2. What is x(-5)?\n',b'-8\n',polynomials__evaluate_composed_train.csv
"b'Let f(p) = p + 1. Let i = 12 - 12. Suppose -68 = -3*l - 2*u, i = -4*l + 3*u + 11 + 108. Suppose 5*b - 5 = -3*g + 3, 4*g = b + l. Give f(g).\n'",b'7\n',polynomials__evaluate_composed_train.csv
b'Suppose -50*k = -58*k + 32. Let s(f) = -f**3 + 3*f**2 + 4*f + 3. What is s(k)?\n',b'3\n',polynomials__evaluate_composed_train.csv
"b'Suppose 0 = 4*b + 2*c + 14, -b - 37 + 6 = -5*c. Let g(s) = 866*s**3 + 5*s**2 - 2 - 7*s - 1732*s**3 + 867*s**3. Determine g(b).\n'",b'4\n',polynomials__evaluate_composed_train.csv
"b'Suppose -3*t + 6 = -6. Suppose t*p + 12 = -4*b, -17 = 3*p + 3*b - 8*b. Let a(v) be the first derivative of -v**4/4 - 4*v**3/3 + 5*v + 2. What is a(p)?\n'",b'5\n',polynomials__evaluate_composed_train.csv
b'Let c(x) = 2*x - 1. Let g(n) = -n. Let z(h) = 3*c(h) + 3*g(h). Let k(w) = -w**2 - 5*w - 3. Let o be k(-3). What is z(o)?\n',b'6\n',polynomials__evaluate_composed_train.csv
b'Suppose -9*t + 4*t = -25. Let s(f) = 0*f + 0*f**2 + 4 - f**2 + 5*f. Determine s(t).\n',b'4\n',polynomials__evaluate_composed_train.csv
b'Let b be (-30)/3*-1 - 1. Let r be (b/(-2) - -2)*-2. Let v(k) = 1 - 2*k + k**2 - k - 2*k**3 + r*k. Determine v(2).\n',b'-7\n',polynomials__evaluate_composed_train.csv
b'Let q(f) = -54*f - 1830. Let m be q(-34). Let n(l) = -2*l + 28. Calculate n(m).\n',b'16\n',polynomials__evaluate_composed_train.csv
b'Let m(b) be the second derivative of b**5/60 - b**4/4 - 4*b**3/3 + 11*b**2/2 - 10*b. Let r(t) be the first derivative of m(t). Give r(6).\n',b'-8\n',polynomials__evaluate_composed_train.csv
b'Let f(a) be the third derivative of a**6/120 + 3*a**5/20 + a**3 - 11*a**2. What is f(-9)?\n',b'6\n',polynomials__evaluate_composed_train.csv
b'Suppose 0 = b + b - 4. Suppose -b*o + 2 = -10. Let j(h) = h**2 - 6*h + 8. Calculate j(o).\n',b'8\n',polynomials__evaluate_composed_train.csv
b'Let o be (-46)/10 + (-2)/5. Let n = o + -1. Let m(a) = -3*a**2 + 0*a**2 + 0*a + 9*a - 6467*a**3 - 2*a**2 + 6466*a**3 + 3. Calculate m(n).\n',b'-15\n',polynomials__evaluate_composed_train.csv
b'Let u(k) = -k**2 - 3*k - 2. Let v = -957 + 953. Give u(v).\n',b'-6\n',polynomials__evaluate_composed_train.csv
b'Let r(b) be the second derivative of b**5/20 + 5*b**4/12 + b**3/2 + b**2/2 + 3*b + 5. Let u = 4 + -9. Give r(u).\n',b'-14\n',polynomials__evaluate_composed_train.csv
"b'Suppose i - 4 = 0, 263 = 4*s - i - 129. Let a be s/21 - (-14)/49. Let c(z) = -4 + z - 1 + z. Calculate c(a).\n'",b'5\n',polynomials__evaluate_composed_train.csv
b'Let p(q) = 5*q**2 - 3*q + 8. Let r(m) = -4*m**2 + 3*m - 7. Let j(u) = -5*p(u) - 6*r(u). Let g be j(-4). Let a(i) = 8*i + 1. Determine a(g).\n',b'-15\n',polynomials__evaluate_composed_train.csv
b'Let d(i) = -i - 8. Let v be d(-6). Let j(m) = -2 - 1 + 3 - 2*m. Give j(v).\n',b'4\n',polynomials__evaluate_composed_train.csv
b'Let z be 24/(-18)*(-3)/(-2). Let q(d) = 2*d**3 - 2*d**2 - d + 2. Calculate q(z).\n',b'-20\n',polynomials__evaluate_composed_train.csv
b'Let s(i) = -i**3 - 22*i**2 - 19*i + 29. Calculate s(-21).\n',b'-13\n',polynomials__evaluate_train.csv
b'Let b(v) = 23*v + 1. What is b(1)?\n',b'24\n',polynomials__evaluate_train.csv
b'Let f(s) = s**3 - 17*s**2 + 13*s + 45. Determine f(16).\n',b'-3\n',polynomials__evaluate_train.csv
b'Let b(c) = -26*c**2 - 3457*c + 127. What is b(-133)?\n',b'-6\n',polynomials__evaluate_train.csv
b'Let n(s) = 5*s**2 + 76*s - 538. Calculate n(7).\n',b'239\n',polynomials__evaluate_train.csv
b'Let h(r) = r**2 + 3*r - 6. Determine h(-6).\n',b'12\n',polynomials__evaluate_train.csv
b'Let m(d) = -3*d**3 + 2*d**2 - 1. What is m(-1)?\n',b'4\n',polynomials__evaluate_train.csv
b'Let j(w) = -w**3 - 6*w**2 + 14*w - 10. Determine j(-8).\n',b'6\n',polynomials__evaluate_train.csv
b'Let x(o) = -o**3 + 13*o**2 + 9*o - 122. Determine x(13).\n',b'-5\n',polynomials__evaluate_train.csv
b'Let f(z) = 29*z**2 + 255*z - 69. Give f(-7).\n',b'-433\n',polynomials__evaluate_train.csv
b'Let p(o) = -5*o**2 - 173*o - 65. Give p(-34).\n',b'37\n',polynomials__evaluate_train.csv
b'Let m(w) = 10*w - 373. What is m(33)?\n',b'-43\n',polynomials__evaluate_train.csv
b'Let v(u) = -u**3 - 5*u**2 + 8*u + 8. What is v(-6)?\n',b'-4\n',polynomials__evaluate_train.csv
b'Let o(f) = 112*f - 1056. Determine o(8).\n',b'-160\n',polynomials__evaluate_train.csv
b'Let i(g) = 50*g + 359. Calculate i(-8).\n',b'-41\n',polynomials__evaluate_train.csv
b'Let y(b) = b**3 + 6*b**2 - 2*b - 16. Determine y(-7).\n',b'-51\n',polynomials__evaluate_train.csv
b'Let m(f) = -f**2 + 17*f - 353. What is m(11)?\n',b'-287\n',polynomials__evaluate_train.csv
b'Let a(p) = -4*p - 469. What is a(-92)?\n',b'-101\n',polynomials__evaluate_train.csv
b'Let n(b) = -b**3 + 59*b**2 + b - 49. What is n(59)?\n',b'10\n',polynomials__evaluate_train.csv
b'Let m(c) = c**2 - 21*c - 6168. Give m(-68).\n',b'-116\n',polynomials__evaluate_train.csv
b'Expand (f**2 + 5*f**2 - 4*f**2)*(0*f + 3*f - f) + 3*f - f**3 - 3*f + (-5*f**2 + 3*f**2 + 3*f**2)*(-6*f + 8*f + 2*f) + f**3 + f**3 + 3*f**3.\n',b'12*f**3\n',polynomials__expand_train.csv
b'Expand (0*h + 2*h - 3*h)*(-19*h - 6*h - 12*h).\n',b'37*h**2\n',polynomials__expand_train.csv
b'Expand (25 + 94 + 204 + 133)*(k + 1 - 1).\n',b'456*k\n',polynomials__expand_train.csv
b'Expand (0 - 2*h + 0)*(2 - 4 + 0) - 2 + 12*h + 0 + 63*h.\n',b'79*h - 2\n',polynomials__expand_train.csv
b'Expand -2*r**5 + 2*r**5 + 3*r**5 + (-5*r**2 - 3*r**2 + 3*r**2)*(0*r**2 + 2*r**2 - 8*r**2)*(2 - 3 + 5)*(-3*r + r + 0*r).\n',b'-237*r**5\n',polynomials__expand_train.csv
b'Expand (-3*s**2 + s**2 + s**2)*(s**2 + 2*s - 2*s) + (1 - s - 1)*(-2 + 1 + 0)*(0*s**3 + 3*s**3 - 6*s**3).\n',b'-4*s**4\n',polynomials__expand_train.csv
b'Expand (2*h + h - 4*h)*(-3*h + 2*h + 0*h)*(2*h + 0*h + h).\n',b'3*h**3\n',polynomials__expand_train.csv
b'Expand (-45*x**2 + 1164*x - 1164*x)*(3*x + 0*x - 5*x).\n',b'90*x**3\n',polynomials__expand_train.csv
b'Expand (4*s**2 + 2*s**5 - 4*s**2)*(7 + 2 - 4) + 0*s**5 - 3*s**5 + 5*s**5 + (-2 - 2*s**2 + 2)*(42*s - 42*s + 4*s**3).\n',b'4*s**5\n',polynomials__expand_train.csv
b'Expand (-2*y**2 - 20*y + 20*y)*(2*y**2 + 4 - 4 + (4*y - y - 5*y)*(2*y + 3*y - y))*(6*y - 4 + 4).\n',b'72*y**5\n',polynomials__expand_train.csv
